ObjectId,CitationNumber,OfficerBadgeNo,CitationDateTime,OffenseDateTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch
1074,CS0164600,530,2016/05/19 15:52:00+00,00/19/2016 08:52:00,,142855,DRIVER,36,F,ASIAN OTHER,A,2001,ACURA,MDX,PASS,,SOUTHWEST AVE,STOCKTON BLVD,S,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,,,
1075,CS0136029,522,2016/05/26 23:05:00+00,00/26/2016 16:05:00,,150650,DRIVER,27,M,MIXED RACE,U,,,NOT IN LIST,PASS,915,I STREET,,,N,CITATION,I,(I) RIDING ON SIDEWALK,SCC,10.76.010,(I) RIDING ON SIDEWALK,N,,,,,,N,,,,,
1076,CS0042020,205,2016/03/15 18:06:00+00,00/15/2016 11:06:00,CLEAR,73937,DRIVER,51,M,HISPANIC,W,,,NOT IN LIST,PASS,7625,FREEPORT BLVD,,,N,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,,,,,
1077,CS0165480,257,2016/08/03 20:03:59+00,00/03/2016 13:04:00,,224354,DRIVER,63,M,HISPANIC,W,2002,TOYOTA,SIENNA,PASS,,TRUXEL RD,SAN JUAN RD,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
1078,CS0029200,257,2016/02/11 21:58:00+00,00/11/2016 13:58:00,CLEAR,40713,DRIVER,56,M,WHITE,W,1995,CHEVROLET,SILVERADO 1500,TRCK,,58TH ST,21ST AVE,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,8,,LIDAR,,,N,,,,,LL
1079,CS0165033,257,2016/05/17 14:54:00+00,00/17/2016 07:54:00,CLEAR,140632,DRIVER,46,F,HISPANIC,W,2004,HONDA,ACCORD,PASS,,RICHARDS BLVD,SUNBEAM AVE,E,N,CITATION,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,N,,,,,,N,,,,,4D
1080,CS0127764,211,2016/12/20 23:16:59+00,00/20/2016 15:17:00,,363447,DRIVER,30,F,ASIAN OTHER,A,2014,NISSAN,,PASS,,STOCKTON,MCMAHON,,N,WARNING,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,WARNING ONLY,,
1081,CS0136108,522,2016/11/15 23:32:59+00,00/15/2016 15:33:00,,330613,DRIVER,18,M,UNKNOWN,U,2012,HYUNDAI,SONATA,PASS,,DUCKHORN DR,GOLDEN LIGHT LN,,N,WARNING,I,(I) STOP LAMP REQUIRMENTS/SPECS,VC,24603(A),(I) STOP LAMP REQUIRMENTS/SPECS,N,,,,,,N,,,WARNING ONLY,,
1082,CS0168330,257,2016/12/06 19:44:00+00,00/06/2016 11:44:00,,349544,DRIVER,24,M,WHITE,W,1997,TOYOTA,TACOMA,PASS,,EL CAMINO AVE,EVERGREEN ST,S,N,CITATION,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",N,,,,,,N,,,,,
1083,CS0076515,655,2016/01/14 09:14:59+00,00/14/2016 01:15:00,,12039,DRIVER,21,M,HISPANIC,W,2004,VOLKSWAGEN,TOUAREG,PASS,,AZEVEDO DR,ATRISCO CIR,S,N,CITATION,I,(I) DRIVE WHILE IN POSSESSION OF LESS THAN 1 OZ OF MARIJUANA,VC,23222(B),(I) DRIVE WHILE IN POSSESSION OF LESS THAN 1 OZ OF MARIJUANA,N,,,,,,N,,,,,4H
1084,CS0074102,745,2016/08/16 21:06:00+00,00/16/2016 14:06:00,,237770,DRIVER,35,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,803,J STREET,,,N,CITATION,I,(I) RIDING ON SIDEWALK,SCC,10.76.010(A),(I) RIDING ON SIDEWALK,N,,,,,,N,3 PEDS WALKING WEAVING BETWEEN NOT CONCENTRATING CONCERNED ON POLICE ACTIVITY,,,,
1085,CS0145634,454,2016/10/19 18:26:00+00,00/19/2016 11:26:00,CLEAR,303032,DRIVER,46,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,ALHAMBRA BLVD,X ST,,N,CITATION,I,(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,SCC,12.52.030(A),(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,N,,,,,,N,,,,,
1086,CS0097506,890,2016/03/08 01:15:00+00,00/07/2016 17:15:00,,66535,DRIVER,54,F,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,501,I ST,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
1087,CS0160519,582,2016/08/18 15:48:00+00,00/18/2016 08:48:00,CLEAR,239490,DRIVER,34,F,WHITE,W,,,NOT IN LIST,PASS,1587,W EL CAMINO AVE,,,N,CITATION,I,(I) UNLAWFUL CAMPING-PRIVATE PROPERTY,SCC,12.52.030(B),(I) UNLAWFUL CAMPING-PRIVATE PROPERTY,N,,,,,,N,"EARTHQUAKE 24FL OZ, HIGH GRAVITY 10% LAGER",,,,
1088,CS0168341,257,2016/12/07 18:03:00+00,00/07/2016 10:03:00,CLEAR,350541,DRIVER,33,F,WHITE,W,2014,VOLKSWAGEN,TIGUAN,PASS,,16TH ST,BROADWAY,N,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
1089,1283717,330,2016/03/20 01:36:00+00,00/19/2016 18:36:00,CLEAR,78898,Driver,20,M,HISPANIC,W,2013,CHEVROLET,IMPALA,PASS,3904,22ND AVE,,,Y,CITATION,M,(M) POSSESS DIRK/DAGGER,PC,21310,,N,,,,,,N,"*PC FOR STOP 4000A CVC
*RELEASED PER 853.6 PC",,SEE ATTACHED PAPER CITATION,,4D
1090,CS0008562,530,2016/10/31 17:58:00+00,00/31/2016 10:58:00,,315070,DRIVER,38,F,WHITE,W,2001,AUDI,A4,PASS,,I ST,16 TH ST,N,N,WARNING,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,WARNING ONLY,,
1091,CS0001337,530,2016/02/25 22:50:59+00,00/25/2016 14:51:00,,55213,DRIVER,39,F,WHITE,W,2013,TOYOTA,HIGHLANDER,PASS,,37TH ST,M STREET,E,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
1092,CS0039212,931,2016/12/08 00:33:59+00,00/07/2016 16:34:00,CLOUDY,350992,DRIVER,23,M,WHITE,W,2015,TOYOTA,COROLLA,PASS,,RUSH RIVER DR,LITTLE RIVER WAY,S,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,4D
1093,CS0168081,257,2016/08/22 20:29:00+00,00/22/2016 13:29:00,,243645,DRIVER,75,M,WHITE,W,2004,LEXUS,GX 470,PASS,,21ST ST,L ST,N,N,CITATION,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",N,,,,,,N,,,,,
1094,CS0124057,388,2016/03/15 07:24:00+00,00/15/2016 00:24:00,CLEAR,73631,DRIVER,46,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,BROADWAY,44TH ST,,Y,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,,,,,
1095,CS0138039,842,2016/09/15 00:56:59+00,00/14/2016 17:57:00,,267694,DRIVER,50,M,WHITE,W,,,NOT IN LIST,PASS,2423,BOXWOOD STREET 8,,,N,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,,,,,
1096,CS0117076,876,2016/11/16 22:09:59+00,00/16/2016 14:10:00,,331602,DRIVER,25,F,HISPANIC,W,2012,TOYOTA,COROLLA,PASS,,STOCKTON BLVD,14TH AVE,E,N,CITATION,I,(I) STOP LAMP REQUIRMENTS/SPECS,VC,24603(B),(I) STOP LAMP REQUIRMENTS/SPECS,N,,35,,,,N,,,,,
1097,CS0137072,3006,2016/01/26 21:11:00+00,00/26/2016 13:11:00,,24297,DRIVER,33,M,EAST INDIAN,W,2013,HONDA,ACCORD,PASS,,FRUITRIDGE,STOCKTON,,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
1098,CS0056074,536,2016/01/14 06:26:00+00,00/13/2016 22:26:00,,11961,DRIVER,43,F,HISPANIC,W,,,NOT IN LIST,PASS,1896,ARDEN WAY,,,Y,CITATION,M,(M) PETTY THEFT,PC,484(A),(M) PETTY THEFT,N,,,,,,N,,,,,
1099,CS0142940,886,2016/06/15 20:55:59+00,00/15/2016 13:55:00,CLEAR,172329,DRIVER,37,F,MIXED RACE,U,2002,FORD,WINDSTAR,PASS,,POWER INN RD,BELVEDERE AVE,W,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,25,,,,,N,,,,,4T
1100,CS0073606,224,2016/06/18 05:22:00+00,00/17/2016 22:22:00,,175059,DRIVER,41,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,1810,28TH STREET,,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
1101,CS0137141,3006,2016/06/11 02:58:59+00,00/10/2016 19:59:00,,167257,DRIVER,39,F,WHITE,W,,,NOT IN LIST,PASS,,DEL PASO BLVD,PLAZA,,Y,CITATION,M,(M) PROSTITUTION,PC,647(B),(M) PROSTITUTION,N,,,,,,N,,,,,
1102,CS0027620,3079,2016/05/29 05:16:00+00,00/28/2016 22:16:00,,153143,DRIVER,23,M,HISPANIC,W,2010,DODGE,CHALLENGER,PASS,,BROADWAY,21ST ST,W,N,CITATION,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),(I) LICENSE NOT IN POSSESSION,N,,,,,,N,NOID,,,,2D
1103,CS0136374,522,2016/12/30 00:56:59+00,00/29/2016 16:57:00,,371701,DRIVER,33,M,WHITE,W,2009,HONDA,ACCORD,PASS,,E ST,28TH ST,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
1104,CS0002446,380,2016/07/23 05:58:59+00,00/22/2016 22:59:00,,212958,DRIVER,23,M,AFRICAN AMERICAN,B,2002,BUICK,,PASS,,BRUCEVILLE RD,IMAGINATION PKWY,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),"(M) SUSP/REVOKE LICENSE 
AUTH 16004A VC",N,,,,,,N,,,,,
1105,CS0137078,3006,2016/01/26 23:10:00+00,00/26/2016 15:10:00,,24423,DRIVER,24,M,HISPANIC,W,2010,CHEVROLET,IMPALA,PASS,,FRUITRIDGE,STOCKTON,,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),(I) DISPLAY OF LICENSE PLATES,N,,,,,,N,,,,,
1106,CS0099078,3041,2016/09/29 23:16:59+00,00/29/2016 16:17:00,CLEAR,282978,DRIVER,26,F,UNKNOWN,U,1998,CHEVROLET,SILVERADO 1500,TRCK,,EL CAMINO,ERICKSON,W,N,CITATION,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",N,35,35,,,,N,,,,,PK
1107,CS0161007,596,2016/12/04 02:23:59+00,00/03/2016 18:24:00,,347247,DRIVER,39,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,4040,FLORIN RD,,,Y,CITATION,M,(M) VIOLATION OF PROBATION-MISD,PC,1203.2,(M) VIOLATION OF PROBATION-MISD,N,,,,,,N,,,,,
1108,CS0099080,3041,2016/09/30 00:35:00+00,00/29/2016 17:35:00,CLEAR,283032,DRIVER,27,M,AFRICAN AMERICAN,B,1997,LEXUS,ES 300,PASS,,EL CAMINO,ERICKSON,E,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,30,35,,,,N,,,,,4D
1109,CS0142905,886,2016/06/11 01:15:59+00,00/10/2016 18:16:00,CLEAR,167178,DRIVER,22,M,AFRICAN AMERICAN,B,2005,PONTIAC,GRAND AM,PASS,,NORTHGATE BLVD,PERALTA AVE,S,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,0,,,,,N,,,,,4T
1110,CS0167545,380,2016/11/09 20:10:00+00,00/09/2016 12:10:00,,324475,DRIVER,64,M,WHITE,W,,,NOT IN LIST,PASS,,NORTHGATE BLVD,CLEVELAND AVE,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,24OZ BUDWIESER..OPEN BETWEEN LEGS AT FEET.....APPROX 1/2 WAY FULL,,,,
1111,CS0048679,897,2016/08/07 14:32:00+00,00/07/2016 07:32:00,CLEAR,228352,DRIVER,52,F,AFRICAN AMERICAN,B,2002,VOLVO,740,PASS,,18TH ST,N ST,W,N,CITATION,I,(I) DRIVING AGAINST ONE-WAY TRAFFIC PATTERNS,VC,21657,(I) DRIVING AGAINST ONE-WAY TRAFFIC PATTERNS,N,,,,,,N,,,,,
1112,CS0138019,842,2016/03/30 17:13:59+00,00/30/2016 10:14:00,,89420,DRIVER,32,M,HISPANIC,W,2003,TOYOTA,CAMRY,PASS,3420,SAN JOSE WAT,,N,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,4T
1113,CS0039271,931,2016/12/21 00:56:00+00,00/20/2016 16:56:00,CLEAR,363573,DRIVER,23,F,WHITE,W,2007,HYUNDAI,SANTA FE,PASS,,UNIVERSITY AVE,BRECKENWOOD WAY,S,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
1114,CS0031927,973,2016/12/31 08:13:00+00,00/31/2016 00:13:00,CLEAR,372892,DRIVER,40,F,ASIAN OTHER,A,,,NOT IN LIST,PASS,,DIXIEANNE AVE,EVERGREEN ST,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
1115,CS0117260,876,2016/12/29 19:41:59+00,00/29/2016 11:42:00,,371398,DRIVER,65,F,WHITE,W,2006,TOYOTA,SIENNA,PASS,,P ST,24TH ST,W,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
1116,CS0165332,257,2016/07/06 21:27:00+00,00/06/2016 14:27:00,,196165,DRIVER,42,M,UNKNOWN,U,2001,TOYOTA,TACOMA,PASS,,TRUXEL RD,SAN JUAN RD,S,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
1117,CS0016739,804,2016/09/11 20:29:00+00,00/11/2016 13:29:00,,264592,DRIVER,49,F,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,720,9TH STREET,,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
1118,CS0011085,667,2016/11/30 11:50:00+00,00/30/2016 03:50:00,CLEAR,343717,DRIVER,60,M,AFRICAN AMERICAN,B,2001,HYUNDAI,XG300,PASS,3831,LA SOLIDAD WY,,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,
1119,CS0093034,687,2016/11/12 07:34:59+00,00/11/2016 23:35:00,CLEAR,327542,DRIVER,22,F,AFRICAN AMERICAN,B,1998,LEXUS,GS 300,PASS,,MARCONI AVE,MARCONI CR,W,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,25,,,,,N,,,,,
1120,CS0165424,257,2016/07/19 18:04:59+00,00/19/2016 11:05:00,CLEAR,209177,DRIVER,21,F,ASIAN OTHER,A,2006,INFINITI,G35,PASS,,21ST ST,L ST,N,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
1121,CS0008550,530,2016/10/26 20:39:00+00,00/26/2016 13:39:00,,31015,DRIVER,20,F,AFRICAN AMERICAN,B,2007,TOYOTA,CAMRY,PASS,,NB I5,NO SUTTERVILLE,N,N,CITATION,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),(I) MAXIMUM SPEED - OVER 65 LIMIT,N,85,65,PACED,HANDHELD,,N,,,,,
1122,CS0142547,886,2016/02/02 18:49:59+00,00/02/2016 10:50:00,CLOUDY,31379,DRIVER,23,M,HISPANIC,W,2004,NISSAN,SENTRA,PASS,,BRUCEVILLE RD,COSUMNES RIVER BLVD,W,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,5,,,,,N,,,,,4T
1123,CS0118566,734,2016/10/11 02:09:00+00,00/10/2016 19:09:00,,294160,DRIVER,18,M,HISPANIC,W,2003,HONDA,XR100,MTCY,,SONTANO DR,VECINO DR,,N,CITATION,I,(I) DRIVER/PASSENGER SHALL WEAR A HELMET/APPARELL,VC,27803(A),(I) DRIVER/PASSENGER SHALL WEAR A HELMET/APPARELL,N,,,,,,N,,,,,MB
1124,CS0039174,931,2016/12/02 01:34:59+00,00/01/2016 17:35:00,CLEAR,345433,DRIVER,75,M,WHITE,W,2015,BMW,1 SERIES,PASS,,GREENHAVEN DR,RUSH RIVER DR,S,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,2D
1125,CS0068044,3038,2016/08/27 18:56:59+00,00/27/2016 11:57:00,,248738,DRIVER,59,M,WHITE,W,,,NOT IN LIST,PASS,,910 I STREET,,,N,CITATION,M,(M) DRINKING IN CITY PARK,SCC,12.72.080,(M) DRINKING IN CITY PARK,N,,,,,,N,,,,,
1126,CS0102248,660,2016/07/22 17:41:00+00,00/22/2016 10:41:00,CLEAR,212249,DRIVER,21,F,WHITE,W,1996,JEEP,NOT IN LIST,PASS,,FOLSOM BLVD,HORNET DR,W,N,CITATION,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",N,,,,,,N,I WAS ACROSS FROM HOMEDEPOT SHE PASSED BY AND STOPPED AT RED LIGHT SHE HAD NO BELT ON I COULD SEE STRAPS HANGING TO HER LEFT SHOULDER SHE ADMITTED,,,,4D
1127,CS0141069,388,2016/12/03 19:21:59+00,00/03/2016 11:22:00,CLEAR,346956,DRIVER,27,M,WHITE,W,,,NOT IN LIST,PASS,730,I ST,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,40OZ. HURRICANE 1THIRD FULL,,,,
1128,CS0009408,298,2016/03/16 16:02:00+00,00/16/2016 09:02:00,CLEAR,74887,DRIVER,38,M,HISPANIC,W,1998,DODGE,RAM PICKUP 1500,PTRK,,FRUITRIDGE,STOCKTON,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),"(I) WIRELESS DEVICE NOT HANDS FREE
LEFT HAND LEFT EAR TALKING",N,,,,,,N,BODYCAM CAPTURE,,,,PK
1129,CS0160533,582,2016/12/17 23:47:00+00,00/09/2016 08:32:00,CLOUDY,352422,DRIVER,24,F,AFRICAN AMERICAN,B,1992,HONDA,ACCORD,PASS,,ARDEN GARDEN CONNECTOR,NORTHGATE BLVD,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,Y,"EFF 01/17/2014, AUTH 13365",,Accident,,4D
1130,CS0133029,790,2016/05/18 00:27:59+00,00/17/2016 17:28:00,CLEAR,141161,DRIVER,39,M,AFRICAN AMERICAN,B,2007,KIA,RONDO,PASS,2845,37TH STREET,,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,20,,,,,Y,,,,,4H
1131,CS0136080,522,2016/11/01 15:11:00+00,00/01/2016 08:11:00,,315973,DRIVER,68,F,UNKNOWN,U,2006,LEXUS,GX 470,PASS,,NORTH LAGUNA,FRANKLIN BLVD,,N,CITATION,I,(I) VEHICLE IN BIKE LANE,VC,21209(A),(I) VEHICLE IN BIKE LANE,N,,,,,,N,,,,,
1132,CS0168119,257,2016/10/10 17:18:00+00,00/10/2016 10:18:00,,293680,DRIVER,26,M,WHITE,W,1991,HONDA,ACCORD,PASS,,J ST,3RD ST,E,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,4D
1133,CS0121532,871,2016/07/21 09:01:59+00,00/21/2016 02:02:00,,210968,DRIVER,37,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,47TH STREET,14TH AVENUE,N,N,CITATION,M,(M) POSS CONTROLLED SUBST,HS,11350(A),(M) POSS CONTROLLED SUBST,N,,,,,,N,,,,,
1134,CS0029351,257,2016/04/12 14:55:00+00,00/12/2016 07:55:00,CLEAR,103058,DRIVER,32,F,WHITE,W,1998,HONDA,ACCORD,PASS,,NORTHGATE BLVD,ROSIN CT,N,N,CITATION,I,(I) SEND/READ/WRITE TEXT WHILE DRIVING,VC,23123.5(A),(I) SEND/READ/WRITE TEXT WHILE DRIVING,N,,,,,,N,,,,,4D
1135,CS0097506,890,2016/03/08 01:15:00+00,00/07/2016 17:15:00,,66535,DRIVER,54,F,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,501,I ST,,,N,CITATION,I,(I) URINATE/DEFECATE IN PUBLIC,SCC,9.04.070,(I) URINATE/DEFECATE IN PUBLIC,N,,,,,,N,,,,,
1136,CS0011053,667,2016/08/02 05:52:59+00,00/01/2016 22:53:00,CLEAR,222862,DRIVER,29,M,HISPANIC,W,1999,GMC,SUBURBAN,PASS,,STOCKTON BLVD,21ST AVE,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
1137,CS0101019,952,2016/09/07 22:15:00+00,00/07/2016 15:15:00,CLEAR,260473,DRIVER,26,F,WHITE,W,2012,ACURA,,PASS,,60TH STREET,T STREET,,N,WARNING,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,5,,,,,N,,,WARNING ONLY,,
1138,CS0168272,257,2016/11/17 18:04:59+00,00/17/2016 10:05:00,CLEAR,332433,DRIVER,31,F,WHITE,W,2007,NISSAN,MURANO,PASS,,TRUXEL RD,SAN JUAN RD,S,N,CITATION,I,(I) SEND/READ/WRITE TEXT WHILE DRIVING,VC,23123.5(A),(I) SEND/READ/WRITE TEXT WHILE DRIVING,N,,,,,,N,,,,,
1139,CS0039038,931,2016/11/03 15:36:00+00,00/03/2016 08:36:00,CLEAR,318180,DRIVER,26,F,HISPANIC,W,1998,TOYOTA,CAMRY,PASS,,RIO LINDA BLVD,SOUTH AVE,N,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,4D
1140,CS0165003,257,2016/05/10 18:29:00+00,00/10/2016 11:29:00,CLEAR,133500,DRIVER,37,F,WHITE,W,1999,TOYOTA,LAND CRUISER,TRCK,,FOLSOM BLVD,HORNET DR,W,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,LL
1141,CS0029492,257,2016/05/06 20:58:00+00,00/06/2016 13:58:00,CLOUDY,129565,DRIVER,22,F,WHITE,W,2004,CHEVROLET,CAVALIER,PASS,,EL CAMINO AVE,CLAY ST,W,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,50,35,LIDAR,HANDHELD,LH001158,N,,,WARNING ONLY,,4D
1142,CS0098517,291,2016/04/07 18:14:59+00,00/07/2016 11:15:00,CLEAR,98120,DRIVER,26,M,HISPANIC,W,1999,MERCEDES-BENZ,E-CLASS,PASS,65,ST,AVENUE,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,4D
1143,CS0165206,257,2016/06/10 17:23:00+00,00/10/2016 10:23:00,CLEAR,166703,DRIVER,31,F,AFRICAN AMERICAN,B,2000,GMC,YUKON,PASS,,BROADWAY,BOTTOMS ALLEY,E,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
1144,CS0072538,778,2016/05/04 22:24:00+00,00/28/2016 12:44:00,CLEAR,120661,DRIVER,55,M,HISPANIC,W,2001,MAZDA,TRIBUTE,PASS,,MARCONI AVENUE,MARCONI CIRCLE,W,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,20,35,,,,Y,,,Accident,,4T
