CitationNumber,OfficerBadgeNo,CitationDate,CitationTime,OffenseDate,OffenseTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch,ObjectId
CS0210900,931,2021/02/11 00:00:00+00,2023/02/01 06:19:00+00,2021/02/11 00:00:00+00,2023/02/01 06:19:00+00,,39668,DRIVER,23,M,AFRICAN AMERICAN,B,2004,CHRYSLER,,PASS,,I-5 NB,J ST,N,N,Citation,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),,N,87,55,PACED,HANDHELD,,N,,,Refusal,,,906
CS0045959,264,2021/02/11 00:00:00+00,2023/02/01 16:59:00+00,2021/02/11 00:00:00+00,2023/02/01 16:59:00+00,RAIN,40146,DRIVER,27,M,HISPANIC,W,2007,MERCEDES-BENZ,S-CLASS,PASS,,60TH ST,21ST AVE,N,N,CITATION,M,(M) OPERATE VEHICLE W/O IID,VC,23247(E),,N,,,,,,N,,,,,4D,907
CS0146020,211,2021/02/11 00:00:00+00,2023/02/01 00:28:00+00,2021/02/11 00:00:00+00,2023/02/01 00:28:00+00,CLEAR,38355,DRIVER,40,M,HISPANIC,W,2001,FORD,EXPEDITION,PASS,,IRIS AVE,ALBATROSS WAY,W,Y,CITATION,M,(M) HIT AND RUN - PROPERTY DAMAGE,VC,20002(A),,N,,,,,,Y,,,Accident,,,908
CS0221008,407,2021/02/11 00:00:00+00,2023/02/01 08:51:00+00,2021/02/11 00:00:00+00,2023/02/01 08:51:00+00,,39741,DRIVER,61,M,ASIAN OTHER,A,2015,TOYOTA,RAV4,PASS,,FLORIN RD,FREEPORT BLVD,,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,Refusal,,,909
CS0207544,944,2021/02/11 00:00:00+00,2023/02/01 10:20:00+00,2021/02/11 00:00:00+00,2023/02/01 10:20:00+00,,39807,DRIVER,42,M,WHITE,W,,,,PASS,,FRONT ST,K ST,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,910
CS0159644,898,2021/02/11 00:00:00+00,2023/02/01 20:52:00+00,2021/02/11 00:00:00+00,2023/02/01 20:52:00+00,,40354,DRIVER,33,F,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,222,JIBBOOM,,,N,CITATION,M,(M) SELL/ETC LIQUOR TO MINOR,BP,25658(A),,N,,,,,,N,,,,,,911
CS0159642,898,2021/02/11 00:00:00+00,2023/02/01 18:42:00+00,2021/02/11 00:00:00+00,2023/02/01 18:42:00+00,,40264,DRIVER,25,M,HISPANIC,W,2011,JAGUAR,XJ,PASS,2838,J ST,,,N,CITATION,M,(M) SELL/ETC LIQUOR TO MINOR,BP,25658(A),,N,,,,,,N,,,,,,912
CS0156059,935,2021/02/11 00:00:00+00,2023/02/01 17:05:00+00,2021/02/11 00:00:00+00,2023/02/01 16:57:00+00,RAIN,40178,DRIVER,25,M,HISPANIC,W,2013,NISSAN,ALTIMA,PASS,,21ST AVENUE,58TH STREET,W,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,4D,913
CS0137446,867,2021/02/12 00:00:00+00,2023/02/01 15:13:00+00,2021/02/12 00:00:00+00,2023/02/01 15:13:00+00,CLEAR,41012,DRIVER,19,F,AFRICAN AMERICAN,B,2013,HONDA,ACCORD,PASS,,MARYSVILLE,BELL AVE,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),RELEASED PER 853.6,N,,,,,,N,,,,,,914
CS0139037,382,2021/02/12 00:00:00+00,2023/02/01 23:16:00+00,2021/02/12 00:00:00+00,2023/02/01 23:16:00+00,CLEAR,41220,DRIVER,23,F,WHITE,W,2011,HONDA,CIVIC,PASS,,COSUMNES RIVER BLVD,I 5 S/B,W,N,CITATION,I,(I) VIOLATING TRAFFIC CONTROL MARKERS,VC,22101(D),,N,35,,,,,Y,,,Accident,,4D,915
CS0216166,530,2021/02/12 00:00:00+00,2023/02/01 10:43:00+00,2021/02/12 00:00:00+00,2023/02/01 10:43:00+00,,40801,DRIVER,54,M,HISPANIC,W,2008,CHEVROLET,,PASS,,14TH AVE,POWER INN RD,N,N,Citation,M,(M) OPERATE VEHICLE W/O IID,VC,23247(E),,N,,,,,,N,,,,,,916
CS0145796,925,2021/02/12 00:00:00+00,2023/02/01 01:29:00+00,2021/02/11 00:00:00+00,2023/02/01 01:29:00+00,RAIN,40204,DRIVER,22,F,AFRICAN AMERICAN,B,2007,SATURN,VUE,PASS,,NORTHGATE BLVD,HAGGIN AVE,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,Y,,,Accident,,4T,917
CS0068532,621,2021/02/12 00:00:00+00,2023/02/01 00:50:00+00,2021/02/12 00:00:00+00,2023/02/01 00:50:00+00,,40480,DRIVER,35,F,WHITE,W,2005,VOLVO,,PASS,227,JIBBOOM ST,,,Y,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,,918
CS0216167,530,2021/02/12 00:00:00+00,2023/02/01 12:50:00+00,2021/02/12 00:00:00+00,2023/02/01 12:50:00+00,,40892,DRIVER,33,M,HISPANIC,W,2006,CHEVROLET,,PASS,,STOCKTON BLVD,US 50 WB STOCKTON BLVD OFF,W,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,919
CS0084542,335,2021/02/12 00:00:00+00,2023/02/01 09:23:00+00,2021/02/12 00:00:00+00,2023/02/01 09:23:00+00,,40695,DRIVER,40,M,HISPANIC,W,2004,DODGE,STRATUS,PASS,6151,H STREET,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),POSSESSION OF DRUG PARAPHERNALIA,N,,,,,,N,,,,,4D,920
CS0216165,530,2021/02/12 00:00:00+00,2023/02/01 09:55:00+00,2021/02/12 00:00:00+00,2023/02/01 09:55:00+00,,40741,DRIVER,65,F,AFRICAN AMERICAN,B,2004,FORD,,PASS,,FRUITRIDGE RD,42ND ST,E,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,921
CS0068532,621,2021/02/12 00:00:00+00,2023/02/01 00:50:00+00,2021/02/12 00:00:00+00,2023/02/01 00:50:00+00,,40480,DRIVER,35,F,WHITE,W,2005,VOLVO,,PASS,227,JIBBOOM ST,,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,922
CS0145797,925,2021/02/12 00:00:00+00,2023/02/01 20:01:00+00,2021/02/12 00:00:00+00,2023/02/01 20:01:00+00,,41258,DRIVER,31,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,2400 NORTHGATE BLVD,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,Refusal,,,923
CS0216167,530,2021/02/12 00:00:00+00,2023/02/01 12:50:00+00,2021/02/12 00:00:00+00,2023/02/01 12:50:00+00,,40892,DRIVER,33,M,HISPANIC,W,2006,CHEVROLET,,PASS,,STOCKTON BLVD,US 50 WB STOCKTON BLVD OFF,W,N,Citation,I,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,VC,26710,,N,,,,,,N,,,,,,924
CS0145796,925,2021/02/12 00:00:00+00,2023/02/01 01:29:00+00,2021/02/11 00:00:00+00,2023/02/01 01:29:00+00,RAIN,40204,DRIVER,22,F,AFRICAN AMERICAN,B,2007,SATURN,VUE,PASS,,NORTHGATE BLVD,HAGGIN AVE,,N,CITATION,I,(I) VIOL OF RIGHT-OF-WAY--LEFT TURN,VC,21801(A),,N,,,,,,Y,,,Accident,,4T,925
CS0210910,931,2021/02/12 00:00:00+00,2023/02/01 09:26:00+00,2021/02/12 00:00:00+00,2023/02/01 09:26:00+00,,40709,DRIVER,34,M,WHITE,W,2015,NISSAN,,PASS,,POWER INN RD ,19TH AVE,S,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,70,45,LIDAR,HANDHELD,,N,,,,,,926
CS0167720,653,2021/02/12 00:00:00+00,2023/02/01 11:05:00+00,2021/02/12 00:00:00+00,2023/02/01 11:05:00+00,,40759,DRIVER,43,M,WHITE,W,,,NOT IN LIST,PASS,5625,24TH ST,,,N,CITATION,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,Refusal,,,927
CS0221011,407,2021/02/12 00:00:00+00,2023/02/01 09:21:00+00,2021/02/12 00:00:00+00,2023/02/01 09:21:00+00,,40704,DRIVER,26,F,HISPANIC,W,2014,DODGE,DART,PASS,,21ST AVE,54TH ST,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,928
CS0216163,530,2021/02/12 00:00:00+00,2023/02/01 08:56:00+00,2021/02/12 00:00:00+00,2023/02/01 08:56:00+00,,40672,DRIVER,32,M,HISPANIC,W,2012,TOYOTA,,PASS,,RICHARDS BLVD,JIBBOOM ST,W,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,929
CS0221011,407,2021/02/12 00:00:00+00,2023/02/01 09:21:00+00,2021/02/12 00:00:00+00,2023/02/01 09:21:00+00,,40704,DRIVER,26,F,HISPANIC,W,2014,DODGE,DART,PASS,,21ST AVE,54TH ST,,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),,N,,,,,,N,,,,,,930
CS0210914,931,2021/02/12 00:00:00+00,2023/02/01 10:11:00+00,2021/02/12 00:00:00+00,2023/02/01 10:11:00+00,,40774,DRIVER,23,F,WHITE,W,2020,TOYOTA,NOT IN LIST,PASS,,HOWE AVE,FAIR OAKS,N,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,931
CS0216165,530,2021/02/12 00:00:00+00,2023/02/01 09:55:00+00,2021/02/12 00:00:00+00,2023/02/01 09:55:00+00,,40741,DRIVER,65,F,AFRICAN AMERICAN,B,2004,FORD,,PASS,,FRUITRIDGE RD,42ND ST,E,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,932
CS0139036,382,2021/02/12 00:00:00+00,2023/02/01 20:56:00+00,2021/02/12 00:00:00+00,2023/02/01 20:56:00+00,,41262,DRIVER,21,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,5575,MACK RD,,,N,CITATION,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,,,,933
CS0210915,931,2021/02/12 00:00:00+00,2023/02/01 10:53:00+00,2021/02/12 00:00:00+00,2023/02/01 10:53:00+00,,40807,DRIVER,31,M,AFRICAN AMERICAN,B,2015,VOLKSWAGEN,,PASS,,HOWE AVE,FAIR OAKS BLVD,N,N,Citation,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,,934
CS0210913,931,2021/02/12 00:00:00+00,2023/02/01 10:07:00+00,2021/02/12 00:00:00+00,2023/02/01 10:07:00+00,,40762,DRIVER,29,F,HISPANIC,W,2020,TOYOTA,,PASS,,POWER INN RD,14TH AVE,N,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,935
CS0216164,530,2021/02/12 00:00:00+00,2023/02/01 09:17:00+00,2021/02/12 00:00:00+00,2023/02/01 09:17:00+00,,40700,DRIVER,64,M,AFRICAN AMERICAN,B,2017,KIA,,PASS,,BIGLER WAY,MARTIN LUTHER KING JR BLVD,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,936
CS0137446,867,2021/02/12 00:00:00+00,2023/02/01 15:13:00+00,2021/02/12 00:00:00+00,2023/02/01 15:13:00+00,CLEAR,41012,DRIVER,19,F,AFRICAN AMERICAN,B,2013,HONDA,ACCORD,PASS,,MARYSVILLE,BELL AVE,,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,937
CS0221012,407,2021/02/12 00:00:00+00,2023/02/01 09:43:00+00,2021/02/12 00:00:00+00,2023/02/01 09:43:00+00,,40729,DRIVER,24,F,ASIAN OTHER,A,1994,TOYOTA,COROLLA,PASS,,21ST AVE,STOCKTON BLVD,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,938
CS0221015,407,2021/02/12 00:00:00+00,2023/02/01 12:32:00+00,2021/02/12 00:00:00+00,2023/02/01 12:32:00+00,,40875,DRIVER,59,M,WHITE,W,2007,DODGE,RAM PICKUP 1500,PASS,,POWER INN RD,14TH AVE,,N,Citation,I,(I) MOTOR VEHICLE UNNDER 4000 LBS TOWING VEHICLE OVER 6000 LBS,VC,21715(B),,N,,,,,,N,,,,,,939
CS0216165,530,2021/02/12 00:00:00+00,2023/02/01 09:55:00+00,2021/02/12 00:00:00+00,2023/02/01 09:55:00+00,,40741,DRIVER,65,F,AFRICAN AMERICAN,B,2004,FORD,,PASS,,FRUITRIDGE RD,42ND ST,E,N,Citation,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,,,,,,940
CS0034029,8139,2021/02/12 00:00:00+00,2023/02/01 09:54:00+00,2021/02/12 00:00:00+00,2023/02/01 09:54:00+00,,40701,DRIVER,31,M,HISPANIC,W,,,NOT IN LIST,PASS,,E PACIFICA AVE,SUTTERVILLE RD,W,N,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,,941
CS0221016,407,2021/02/12 00:00:00+00,2023/02/01 13:42:00+00,2021/02/12 00:00:00+00,2023/02/01 13:42:00+00,,40945,DRIVER,37,F,UNKNOWN,U,2011,NISSAN,ALTIMA,PASS,,CARLSON DR,J ST,,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,,942
CS0210915,931,2021/02/12 00:00:00+00,2023/02/01 10:53:00+00,2021/02/12 00:00:00+00,2023/02/01 10:53:00+00,,40807,DRIVER,31,M,AFRICAN AMERICAN,B,2015,VOLKSWAGEN,,PASS,,HOWE AVE,FAIR OAKS BLVD,N,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,943
CS0020043,629,2021/02/12 00:00:00+00,2023/02/01 10:12:00+00,2021/02/12 00:00:00+00,2023/02/01 10:12:00+00,CLEAR,39763,DRIVER,35,M,HISPANIC,W,2004,CHEVROLET,EXPRESS CARGO,PASS,,FLORIN RD,LUTHER DR,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,30,40,,HANDHELD,,Y,,,Accident,,4T,944
CS0145795,925,2021/02/12 00:00:00+00,2023/02/01 00:52:00+00,2021/02/11 00:00:00+00,2023/02/01 00:52:00+00,RAIN,40204,DRIVER,22,F,AFRICAN AMERICAN,B,2007,SATURN,VUE,PASS,,NORTHGATE BLVD,HAGGIN AVE,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,Y,,,Accident,,4D,945
CS0221010,407,2021/02/12 00:00:00+00,2023/02/01 08:53:00+00,2021/02/12 00:00:00+00,2023/02/01 08:53:00+00,,40669,DRIVER,61,M,WHITE,W,2004,VOLKSWAGEN,BEETLE,PASS,,21ST AVE,58TH ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,946
CS0097544,942,2021/02/09 00:00:00+00,2023/02/01 21:00:00+00,2021/02/09 00:00:00+00,2023/02/01 21:00:00+00,CLEAR,38292,DRIVER,23,M,AFRICAN AMERICAN,B,2011,MERCEDES-BENZ,C 300,PASS,,WEST EL CAMINO AVE,NORMINGTON DR,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,30,40,,,,N,,,,,4D,947
CS0221012,407,2021/02/12 00:00:00+00,2023/02/01 09:43:00+00,2021/02/12 00:00:00+00,2023/02/01 09:43:00+00,,40729,DRIVER,24,F,ASIAN OTHER,A,1994,TOYOTA,COROLLA,PASS,,21ST AVE,STOCKTON BLVD,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,948
CS0210912,931,2021/02/12 00:00:00+00,2023/02/01 10:01:00+00,2021/02/12 00:00:00+00,2023/02/01 10:01:00+00,,40752,DRIVER,25,M,WHITE,W,2006,BMW,,PASS,,POWER INN RD ,19TH AVE,N,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,85,45,LIDAR,HANDHELD,,N,,,,,,949
CS0216166,530,2021/02/12 00:00:00+00,2023/02/01 10:43:00+00,2021/02/12 00:00:00+00,2023/02/01 10:43:00+00,,40801,DRIVER,54,M,HISPANIC,W,2008,CHEVROLET,,PASS,,14TH AVE,POWER INN RD,N,N,Citation,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,,950
CS0221013,407,2021/02/12 00:00:00+00,2023/02/01 10:35:00+00,2021/02/12 00:00:00+00,2023/02/01 10:35:00+00,,40780,DRIVER,19,M,HISPANIC,W,2013,HONDA,ACCORD,PASS,,21ST AVE,58TH ST,,N,Citation,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),,N,,,,,,N,,,,,,951
CS0210911,931,2021/02/12 00:00:00+00,2023/02/01 09:46:00+00,2021/02/12 00:00:00+00,2023/02/01 09:46:00+00,,40735,DRIVER,34,M,ASIAN OTHER,A,2014,MERCEDES-BENZ,,PASS,,POWER INN RD ,19TH AVE,N,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,85,45,LIDAR,HANDHELD,,N,,,,,,952
CS0221014,407,2021/02/12 00:00:00+00,2023/02/01 11:27:00+00,2021/02/12 00:00:00+00,2023/02/01 11:27:00+00,,40831,DRIVER,46,M,HISPANIC,W,2001,CHEVROLET,,PASS,,MCMAHON DR,63RD ST,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,953
CS0175071,1024,2021/02/12 00:00:00+00,2023/02/01 22:13:00+00,2021/02/12 00:00:00+00,2023/02/01 22:13:00+00,,41367,DRIVER,37,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,4420,MACK ROAD,,,N,CITATION,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,,,,954
CS0013539,986,2021/02/13 00:00:00+00,2023/02/01 03:36:00+00,2021/02/13 00:00:00+00,2023/02/01 03:36:00+00,CLOUDY,41593,DRIVER,29,M,AFRICAN AMERICAN,B,2006,DODGE,CHARGER,PASS,6118,DAYBURST WAY,,S,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,Incapacitated,,4D,955
CS0013539,986,2021/02/13 00:00:00+00,2023/02/01 03:36:00+00,2021/02/13 00:00:00+00,2023/02/01 03:36:00+00,CLOUDY,41593,DRIVER,29,M,AFRICAN AMERICAN,B,2006,DODGE,CHARGER,PASS,6118,DAYBURST WAY,,S,N,CITATION,M,(M) DUI ALCOHOL,VC,23152(A),,N,,,,,,N,,,Incapacitated,,4D,956
CS0109056,589,2021/02/13 00:00:00+00,2023/02/01 23:34:00+00,2021/02/13 00:00:00+00,2023/02/01 23:34:00+00,CLEAR,42516,DRIVER,17,F,AFRICAN AMERICAN,B,2005,HONDA,CIVIC,PASS,,43RD AVE,WOODSHIRE WAY,E,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,55,35,,,,N,,,,,,957
CS0162055,274,2021/02/13 00:00:00+00,2023/02/01 23:45:00+00,2021/02/13 00:00:00+00,2023/02/01 23:45:00+00,CLEAR,42523,DRIVER,51,M,HISPANIC,W,2010,HYUNDAI,SONATA,PASS,,BROADWAY,LAND PARK DR,S,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,,,,,,958
CS0091507,983,2021/02/13 00:00:00+00,2023/02/01 19:12:00+00,2021/02/13 00:00:00+00,2023/02/01 19:12:00+00,CLEAR,42274,DRIVER,20,M,AFRICAN AMERICAN,B,1998,LEXUS,ES 300,PASS,1810,DEL PASO BLVD,,N,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,4D,959
CS0063110,542,2021/02/13 00:00:00+00,2023/02/01 19:14:00+00,2021/02/13 00:00:00+00,2023/02/01 19:14:00+00,,42273,DRIVER,31,F,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,3310,SUMMER PARK DRIVE,,,N,CITATION,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,,,,960
CS0109056,589,2021/02/13 00:00:00+00,2023/02/01 23:34:00+00,2021/02/13 00:00:00+00,2023/02/01 23:34:00+00,CLEAR,42516,DRIVER,17,F,AFRICAN AMERICAN,B,2005,HONDA,CIVIC,PASS,,43RD AVE,WOODSHIRE WAY,E,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,55,35,,,,N,,,,,,961
CS0214021,953,2021/02/13 00:00:00+00,2023/02/01 17:55:00+00,2021/02/13 00:00:00+00,2023/02/01 17:55:00+00,CLEAR,42201,DRIVER,36,M,WHITE,W,2021,HARLEY-DAVIDSON,ROAD GLIDE,PASS,,FRONT ST,K ST,,N,Citation,M,(M) EXHIBITION OF SPEED ON HWY,VC,23109(C),,N,5,35,VISUAL EST,HANDHELD,,N,,,,,,962
CS0175072,1024,2021/02/13 00:00:00+00,2023/02/01 00:25:00+00,2021/02/13 00:00:00+00,2023/02/01 00:25:00+00,,41478,DRIVER,23,M,HISPANIC,W,,,NOT IN LIST,PASS,14,MILPITAS CIRCLE,,,N,CITATION,M,(M) VANDALISM -$400,PC,594(B)(2)(A),,N,,,,,,N,,,,,,963
CS0118198,630,2021/02/13 00:00:00+00,2023/02/01 20:00:00+00,2021/02/13 00:00:00+00,2023/02/01 20:00:00+00,CLEAR,42304,DRIVER,28,M,HISPANIC,W,2008,MERCEDES-BENZ,300-CLASS,PASS,5601,FRANKLIN BLVD,,N,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,40,,,,,N,,,,,4D,964
CS0125529,512,2021/02/13 00:00:00+00,2023/02/01 23:22:00+00,2021/02/13 00:00:00+00,2023/02/01 23:22:00+00,,42463,DRIVER,35,F,AM. IND./AL. NATIVE,I,,,NOT IN LIST,PASS,1048,DIXIEANNE AVE,,,N,CITATION,M,(M) PURCH STLN VEH-MISD,PC,496D(A),,N,,,,,,N,,,,,,965
CS0091507,983,2021/02/13 00:00:00+00,2023/02/01 19:12:00+00,2021/02/13 00:00:00+00,2023/02/01 19:12:00+00,CLEAR,42274,DRIVER,20,M,AFRICAN AMERICAN,B,1998,LEXUS,ES 300,PASS,1810,DEL PASO BLVD,,N,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,4D,966
CS0118198,630,2021/02/13 00:00:00+00,2023/02/01 20:00:00+00,2021/02/13 00:00:00+00,2023/02/01 20:00:00+00,CLEAR,42304,DRIVER,28,M,HISPANIC,W,2008,MERCEDES-BENZ,300-CLASS,PASS,5601,FRANKLIN BLVD,,N,N,CITATION,M,(M) OPERATE VEHICLE W/O IID,VC,23247(E),,N,40,,,,,N,,,,,4D,967
CS0015611,958,2021/02/13 00:00:00+00,2023/02/01 19:36:00+00,2021/02/13 00:00:00+00,2023/02/01 19:36:00+00,CLEAR,42268,DRIVER,47,F,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,A ST,16TH ST,,Y,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),CITE RELEASE PER 853.6 PC,N,,,,,,N,,,,,,968
CS0020044,628,2021/02/13 00:00:00+00,2023/02/01 11:47:00+00,2021/02/13 00:00:00+00,2023/02/01 11:47:00+00,CLEAR,41828,DRIVER,38,F,WHITE,W,1999,AUDI,A6,PASS,,FLORIN RD,FRANKLIN BLVD,E,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,25,40,,,,N,,,,,4D,969
CS0109055,589,2021/02/13 00:00:00+00,2023/02/01 05:54:00+00,2021/02/13 00:00:00+00,2023/02/01 05:54:00+00,,41680,DRIVER,25,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,148,LOG POND LN,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,970
CS0125529,512,2021/02/13 00:00:00+00,2023/02/01 23:22:00+00,2021/02/13 00:00:00+00,2023/02/01 23:22:00+00,,42463,DRIVER,35,F,AM. IND./AL. NATIVE,I,,,NOT IN LIST,PASS,1048,DIXIEANNE AVE,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,971
CS0211595,511,2021/02/13 00:00:00+00,2023/02/01 13:57:00+00,2021/02/13 00:00:00+00,2023/02/01 13:57:00+00,,41974,DRIVER,34,M,WHITE,W,,,,PASS,,10TH ST,JAZZ ALLEY,,N,Citation,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),,N,,,,,,N,"OPEN 23.5 OZ CAN FOUR LOKO WATERMELON, 1/2 FULL, DUMPED OUT WHEN CONTACTED",,,,,972
CS0133523,633,2021/02/13 00:00:00+00,2023/02/01 15:25:00+00,2021/02/13 00:00:00+00,2023/02/01 08:59:00+00,CLEAR,2141751,DRIVER,31,M,AFRICAN AMERICAN,B,2020,NISSAN,ALTIMA,PASS,,EVERGREEN STREET,EL CAMINO AVENUE,E,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),14601.1A,N,35,35,,,,Y,,,Accident,,4D,973
CS0063111,542,2021/02/13 00:00:00+00,2023/02/01 20:31:00+00,2021/02/13 00:00:00+00,2023/02/01 20:31:00+00,,42346,DRIVER,40,M,WHITE,W,2012,INFINITI,M56,PASS,,E COMMERCE WAY,MARINA DUNE,S,N,CITATION,I,(I) MODIFICATION OF EXHAUST SYSTEM PROHIBITED,VC,27151(A),,N,,,,,,N,,,,,4D,974
