CitationNumber,OfficerBadgeNo,CitationDate,CitationTime,OffenseDate,OffenseTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch,ObjectId
CS0048948,897,2022/02/10 00:00:00+00,2023/02/01 17:50:00+00,2022/02/10 00:00:00+00,2023/02/01 17:50:00+00,,40269,DRIVER,20,M,HISPANIC,W,2012,FORD,MUSTANG,PASS,,SOUTH,RIO LINDA,N,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,1409
CS0048949,897,2022/02/10 00:00:00+00,2023/02/01 18:21:00+00,2022/02/10 00:00:00+00,2023/02/01 18:21:00+00,,40312,DRIVER,32,M,AFRICAN AMERICAN,B,2008,AUDI,A5,PASS,,SILVANO,RIO LINDA,N,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,1410
CS0048949,897,2022/02/10 00:00:00+00,2023/02/01 18:21:00+00,2022/02/10 00:00:00+00,2023/02/01 18:21:00+00,,40312,DRIVER,32,M,AFRICAN AMERICAN,B,2008,AUDI,A5,PASS,,SILVANO,RIO LINDA,N,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,1411
CS0048950,897,2022/02/10 00:00:00+00,2023/02/01 19:23:00+00,2022/02/10 00:00:00+00,2023/02/01 19:23:00+00,,40373,DRIVER,20,M,AFRICAN AMERICAN,B,2004,BMW,5 SERIES,PASS,,RIO LINDA,SOUTH,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,1412
CS0048951,897,2022/02/10 00:00:00+00,2023/02/01 19:37:00+00,2022/02/10 00:00:00+00,2023/02/01 19:37:00+00,,40381,DRIVER,20,M,AFRICAN AMERICAN,B,2016,DODGE,CHARGER,PASS,,RIO LINDA,SOUTH,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,1413
CS0048952,897,2022/02/10 00:00:00+00,2023/02/01 20:35:00+00,2022/02/10 00:00:00+00,2023/02/01 20:35:00+00,,40424,DRIVER,58,M,HISPANIC,W,2002,GMC,SUBURBAN,PASS,,RIO LINDA,FORD,S,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,1414
CS0192066,656,2022/02/10 00:00:00+00,2023/02/01 09:28:00+00,2021/12/15 00:00:00+00,2023/02/01 07:36:00+00,RAIN,358749,DRIVER,27,M,AFRICAN AMERICAN,B,2019,CHEVROLET,CRUZE,PASS,,STOCKTON BL,U ST,,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,25,30,LIDAR,HANDHELD,,Y,,,Accident,,,1415
CS0209513,1054,2022/02/10 00:00:00+00,2023/02/01 22:29:00+00,2022/02/10 00:00:00+00,2023/02/01 22:29:00+00,CLEAR,40529,DRIVER,97,M,HISPANIC,W,2017,HONDA,ACCORD,PASS,10TH,STREET,STREET,S,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,15,0,,,,N,,,,,4D,1416
CS0209513,1054,2022/02/10 00:00:00+00,2023/02/01 22:29:00+00,2022/02/10 00:00:00+00,2023/02/01 22:29:00+00,CLEAR,40529,DRIVER,97,M,HISPANIC,W,2017,HONDA,ACCORD,PASS,10TH,STREET,STREET,S,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,15,0,,,,N,,,,,4D,1417
CS0209513,1054,2022/02/10 00:00:00+00,2023/02/01 22:29:00+00,2022/02/10 00:00:00+00,2023/02/01 22:29:00+00,CLEAR,40529,DRIVER,97,M,HISPANIC,W,2017,HONDA,ACCORD,PASS,10TH,STREET,STREET,S,N,Citation,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),,N,15,0,,,,N,,,,,4D,1418
CS0209513,1054,2022/02/10 00:00:00+00,2023/02/01 22:29:00+00,2022/02/10 00:00:00+00,2023/02/01 22:29:00+00,CLEAR,40529,DRIVER,97,M,HISPANIC,W,2017,HONDA,ACCORD,PASS,10TH,STREET,STREET,S,N,Citation,I,(I) DRIVING AGAINST ONE-WAY TRAFFIC PATTERNS,VC,21657,,N,15,0,,,,N,,,,,4D,1419
CS0211121,665,2022/02/10 00:00:00+00,2023/02/01 07:40:00+00,2022/02/10 00:00:00+00,2023/02/01 07:40:00+00,,39529,DRIVER,52,M,WHITE,W,2004,DODGE,,PASS,,15TH ST,L ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,1420
CS0230896,530,2022/02/03 00:00:00+00,2023/02/01 09:19:00+00,2022/02/03 00:00:00+00,2023/02/01 09:19:00+00,,32339,DRIVER,54,M,WHITE,W,2010,KIA,,PASS,,FRUITRIDGE RD,STOCKTON BLVD,E,N,Citation,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),,N,,,,,,N,,,,,,1421
CS0211122,665,2022/02/10 00:00:00+00,2023/02/01 13:15:00+00,2022/02/10 00:00:00+00,2023/02/01 13:15:00+00,,39932,DRIVER,57,F,WHITE,W,2003,FORD,,PASS,,K ST,20TH ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,1422
CS0211123,665,2022/02/10 00:00:00+00,2023/02/01 13:31:00+00,2022/02/10 00:00:00+00,2023/02/01 13:31:00+00,,39945,DRIVER,42,M,WHITE,W,1998,JEEP,,PASS,,15TH ST,L ST,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,1423
CS0230896,530,2022/02/03 00:00:00+00,2023/02/01 09:19:00+00,2022/02/03 00:00:00+00,2023/02/01 09:19:00+00,,32339,DRIVER,54,M,WHITE,W,2010,KIA,,PASS,,FRUITRIDGE RD,STOCKTON BLVD,E,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,,1424
CS0234469,407,2022/02/04 00:00:00+00,2023/02/01 07:29:00+00,2022/02/04 00:00:00+00,2023/02/01 07:29:00+00,,33303,DRIVER,17,F,WHITE,W,2018,KIA,SOUL,PASS,,DEL PASO RD,TRUXEL RD,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,1425
CS0211673,511,2022/02/10 00:00:00+00,2023/02/01 07:55:00+00,2022/02/10 00:00:00+00,2023/02/01 07:55:00+00,,39547,DRIVER,63,M,WHITE,W,,,,PASS,,J ST,11TH ST,,Y,Citation,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,1426
CS0234470,407,2022/02/04 00:00:00+00,2023/02/01 07:46:00+00,2022/02/04 00:00:00+00,2023/02/01 07:46:00+00,,33319,DRIVER,36,F,WHITE,W,2019,ACURA,MDX,PASS,,DEL PASO RD,FIVE STAR WAY,,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,1427
CS0230896,530,2022/02/03 00:00:00+00,2023/02/01 09:19:00+00,2022/02/03 00:00:00+00,2023/02/01 09:19:00+00,,32339,DRIVER,54,M,WHITE,W,2010,KIA,,PASS,,FRUITRIDGE RD,STOCKTON BLVD,E,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,1428
CS0234783,920,2022/02/03 00:00:00+00,2023/02/01 13:24:00+00,2022/02/03 00:00:00+00,2023/02/01 13:24:00+00,,32631,DRIVER,22,M,HISPANIC,W,2005,ACURA,,PASS,,DEL PASO BLVD,GLENROSE AVE,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,1429
CS0213203,3008,2022/02/10 00:00:00+00,2023/02/01 08:38:00+00,2022/02/10 00:00:00+00,2023/02/01 08:38:00+00,,39619,DRIVER,29,F,ASIAN OTHER,A,2008,TOYOTA,SIENNA,PASS,,I ST,19TH ST,,N,Citation,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),,N,,,,,,N,,,,,,1430
CS0234784,920,2022/02/03 00:00:00+00,2023/02/01 13:35:00+00,2022/02/03 00:00:00+00,2023/02/01 13:35:00+00,,32640,DRIVER,19,F,HISPANIC,W,2003,NISSAN,,PASS,,DEL PASO BLVD,ARCADE BLVD,,N,Citation,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),,N,,,,,,N,,,,,,1431
CS0230896,530,2022/02/03 00:00:00+00,2023/02/01 09:19:00+00,2022/02/03 00:00:00+00,2023/02/01 09:19:00+00,,32339,DRIVER,54,M,WHITE,W,2010,KIA,,PASS,,FRUITRIDGE RD,STOCKTON BLVD,E,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,1432
CS0215825,655,2022/02/10 00:00:00+00,2023/02/01 08:35:00+00,2022/02/10 00:00:00+00,2023/02/01 08:35:00+00,,39608,DRIVER,22,M,HISPANIC,W,2001,HONDA,,PASS,1600,W ST,,,N,CITATION,I,(I) MAINTENANCE OF LAMPS/DEVICES,VC,24252(A)(1),,N,,,,,,N,,,,,,1433
CS0234784,920,2022/02/03 00:00:00+00,2023/02/01 13:35:00+00,2022/02/03 00:00:00+00,2023/02/01 13:35:00+00,,32640,DRIVER,19,F,HISPANIC,W,2003,NISSAN,,PASS,,DEL PASO BLVD,ARCADE BLVD,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,1434
CS0230896,530,2022/02/03 00:00:00+00,2023/02/01 09:19:00+00,2022/02/03 00:00:00+00,2023/02/01 09:19:00+00,,32339,DRIVER,54,M,WHITE,W,2010,KIA,,PASS,,FRUITRIDGE RD,STOCKTON BLVD,E,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,1435
CS0234471,407,2022/02/04 00:00:00+00,2023/02/01 07:59:00+00,2022/02/04 00:00:00+00,2023/02/01 07:59:00+00,,33327,DRIVER,39,F,AFRICAN AMERICAN,B,2019,ACURA,MDX,PASS,,DEL PASO RD,FIVE STAR WAY,,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,,1436
CS0215826,655,2022/02/10 00:00:00+00,2023/02/01 09:24:00+00,2022/02/10 00:00:00+00,2023/02/01 09:24:00+00,,39662,DRIVER,31,M,AFRICAN AMERICAN,B,2016,LAND ROVER,,PASS,1200,V ST,,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,1437
CS0234784,920,2022/02/03 00:00:00+00,2023/02/01 13:35:00+00,2022/02/03 00:00:00+00,2023/02/01 13:35:00+00,,32640,DRIVER,19,F,HISPANIC,W,2003,NISSAN,,PASS,,DEL PASO BLVD,ARCADE BLVD,,N,Citation,I,(I) STOP LAMP REQUIRMENTS/SPECS,VC,24603(A),,N,,,,,,N,,,,,,1438
CS0230897,530,2022/02/03 00:00:00+00,2023/02/01 09:53:00+00,2022/02/03 00:00:00+00,2023/02/01 09:53:00+00,,32384,DRIVER,33,F,WHITE,W,2021,MAZDA,,PASS,,71ST ST,21ST AVE,W,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,1439
CS0234472,407,2022/02/04 00:00:00+00,2023/02/01 08:34:00+00,2022/02/04 00:00:00+00,2023/02/01 08:34:00+00,,33359,DRIVER,25,M,AFRICAN AMERICAN,B,2002,HYUNDAI,ELANTRA GT,PASS,,AZEVEDO DR,PEBBLEWOOD DR,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,1440
CS0215827,655,2022/02/10 00:00:00+00,2023/02/01 12:21:00+00,2022/02/10 00:00:00+00,2023/02/01 12:21:00+00,,39871,DRIVER,21,M,HISPANIC,W,2002,HONDA,,PASS,2400,K ST,,,N,WARNING,I,(I) RIGHT OF WAY AT CROSSWALK,VC,21950(A),,N,,,,,,N,,,WARNING ONLY,,,1441
CS0234785,920,2022/02/03 00:00:00+00,2023/02/01 13:58:00+00,2022/02/03 00:00:00+00,2023/02/01 13:58:00+00,,32678,DRIVER,64,M,AFRICAN AMERICAN,B,2001,KIA,,PASS,,ARCADE BLVD,DIGGS PARK DR,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,1442
CS0230898,530,2022/02/03 00:00:00+00,2023/02/01 13:35:00+00,2022/02/03 00:00:00+00,2023/02/01 13:35:00+00,,32645,DRIVER,76,F,ASIAN OTHER,A,2011,HONDA,,PASS,,ARDEN WAY,EMPRESS ST,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1443
CS0234473,407,2022/02/04 00:00:00+00,2023/02/01 08:42:00+00,2022/02/04 00:00:00+00,2023/02/01 08:42:00+00,,33369,DRIVER,37,M,HISPANIC,W,2004,TOYOTA,,PASS,,AZEVEDO DR,PEBBLEWOOD DR,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,1444
CS0215828,655,2022/02/10 00:00:00+00,2023/02/01 12:46:00+00,2022/02/10 00:00:00+00,2023/02/01 12:46:00+00,,39904,DRIVER,41,M,HISPANIC,W,2009,MAZDA,,PASS,2600,K ST,,,N,WARNING,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),,N,,,,,,N,,,WARNING ONLY,,,1445
CS0234785,920,2022/02/03 00:00:00+00,2023/02/01 13:58:00+00,2022/02/03 00:00:00+00,2023/02/01 13:58:00+00,,32678,DRIVER,64,M,AFRICAN AMERICAN,B,2001,KIA,,PASS,,ARCADE BLVD,DIGGS PARK DR,,N,Citation,I,(I) UNSAFE TURNING MOVEMENT,VC,22107,,N,,,,,,N,,,,,,1446
CS0234785,920,2022/02/03 00:00:00+00,2023/02/01 13:58:00+00,2022/02/03 00:00:00+00,2023/02/01 13:58:00+00,,32678,DRIVER,64,M,AFRICAN AMERICAN,B,2001,KIA,,PASS,,ARCADE BLVD,DIGGS PARK DR,,N,Citation,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,,1447
CS0235238,946,2022/02/03 00:00:00+00,2023/02/01 08:00:00+00,2022/02/03 00:00:00+00,2023/02/01 08:00:00+00,CLEAR,32252,DRIVER,39,M,HISPANIC,W,2017,BMW,4 SERIES,PASS,,FOLSOM BLVD,60TH AVE,E,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1448
CS0235239,946,2022/02/03 00:00:00+00,2023/02/01 08:17:00+00,2022/02/03 00:00:00+00,2023/02/01 08:17:00+00,CLEAR,32274,DRIVER,19,F,WHITE,W,2009,NISSAN,MAXIMA,PASS,,FOLSOM BLVD,65TH ST,E,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1449
CS0235240,946,2022/02/03 00:00:00+00,2023/02/01 08:25:00+00,2022/02/03 00:00:00+00,2023/02/01 08:25:00+00,CLEAR,32284,DRIVER,45,F,HISPANIC,W,2017,TOYOTA,CAMRY,PASS,,FOLSOM BLVD,65TH ST,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1450
CS0235241,946,2022/02/03 00:00:00+00,2023/02/01 08:36:00+00,2022/02/03 00:00:00+00,2023/02/01 08:36:00+00,CLEAR,32297,DRIVER,23,F,WHITE,W,2006,CHEVROLET,IMPALA,PASS,,FOLSOM BLVD,59TH ST,W,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,1451
CS0235241,946,2022/02/03 00:00:00+00,2023/02/01 08:36:00+00,2022/02/03 00:00:00+00,2023/02/01 08:36:00+00,CLEAR,32297,DRIVER,23,F,WHITE,W,2006,CHEVROLET,IMPALA,PASS,,FOLSOM BLVD,59TH ST,W,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,1452
CS0235242,946,2022/02/03 00:00:00+00,2023/02/01 09:03:00+00,2022/02/03 00:00:00+00,2023/02/01 09:03:00+00,CLEAR,32321,DRIVER,18,M,WHITE,W,2004,MAZDA,,PASS,,65TH ST,FOLSOM BLVD,N,N,Citation,I,(I) ADEQUATE MUFFLER REQUIRED TO BE MAINTAINED,VC,27150(A),,N,,,,,,N,,,,,2D,1453
CS0235243,946,2022/02/03 00:00:00+00,2023/02/01 11:14:00+00,2022/02/03 00:00:00+00,2023/02/01 11:14:00+00,,32494,DRIVER,33,F,WHITE,W,2018,HONDA,ACCORD,PASS,,FOLSOM BLVD,HORNET DR,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1454
CS0237014,270,2022/02/03 00:00:00+00,2023/02/01 08:09:00+00,2022/02/03 00:00:00+00,2023/02/01 08:09:00+00,,32261,DRIVER,17,F,WHITE,W,2010,HONDA,,PASS,,FOLSOM BLVD,60TH ST,E,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,53,25,LIDAR,HANDHELD,LH002648,N,,,,,,1455
CS0237015,270,2022/02/03 00:00:00+00,2023/02/01 08:13:00+00,2022/02/03 00:00:00+00,2023/02/01 08:13:00+00,,32290,DRIVER,22,F,WHITE,W,2015,KIA,NOT IN LIST,PASS,,FOLSOM BLVD,60TH ST,E,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,45,35,LIDAR,HANDHELD,LH002648,N,,,WARNING ONLY,,,1456
CS0237016,270,2022/02/03 00:00:00+00,2023/02/01 08:29:00+00,2022/02/03 00:00:00+00,2023/02/01 08:29:00+00,,32294,DRIVER,34,F,AFRICAN AMERICAN,B,2015,SUBARU,NOT IN LIST,PASS,,FOLSOM BLVD,60TH ST,E,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,50,35,LIDAR,HANDHELD,LH002648,N,,,,,,1457
CS0237017,270,2022/02/03 00:00:00+00,2023/02/01 08:35:00+00,2022/02/03 00:00:00+00,2023/02/01 08:35:00+00,,32306,DRIVER,51,M,WHITE,W,2017,CHEVROLET,NOT IN LIST,PASS,,FOLSOM BLVD,60TH ST,E,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,45,35,LIDAR,HANDHELD,LH002648,N,,,WARNING ONLY,,,1458
CS0237018,270,2022/02/03 00:00:00+00,2023/02/01 10:40:00+00,2022/02/03 00:00:00+00,2023/02/01 10:40:00+00,,32451,DRIVER,42,F,HISPANIC,W,2009,HONDA,,PASS,,FOLSOM BLVD,POWER INN RD,S,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1459
CS0237019,270,2022/02/03 00:00:00+00,2023/02/01 10:47:00+00,2022/02/03 00:00:00+00,2023/02/01 10:47:00+00,,32463,DRIVER,52,F,HISPANIC,W,2021,TOYOTA,NOT IN LIST,PASS,,FOLSOM BLVD,HORNET DR,N,N,Citation,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,,,,,,1460
CS0237020,270,2022/02/03 00:00:00+00,2023/02/01 10:54:00+00,2022/02/03 00:00:00+00,2023/02/01 10:54:00+00,,32471,DRIVER,29,F,UNKNOWN,U,2018,HYUNDAI,,PASS,,FOLSOM BLVD,HORNET DR,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1461
CS0237021,270,2022/02/03 00:00:00+00,2023/02/01 10:56:00+00,2022/02/03 00:00:00+00,2023/02/01 10:56:00+00,,32487,DRIVER,37,F,WHITE,W,2018,MAZDA,NOT IN LIST,PASS,,FOLSOM BLVD,HORNET DR,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1462
CS0237022,270,2022/02/03 00:00:00+00,2023/02/01 11:08:00+00,2022/02/03 00:00:00+00,2023/02/01 11:08:00+00,,32498,DRIVER,18,M,AFRICAN AMERICAN,B,2017,HYUNDAI,NOT IN LIST,PASS,,FOLSOM BLVD,HORNET DR,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1463
CS0237023,270,2022/02/03 00:00:00+00,2023/02/01 11:17:00+00,2022/02/03 00:00:00+00,2023/02/01 11:17:00+00,,32520,DRIVER,23,M,ASIAN OTHER,A,2006,HONDA,NOT IN LIST,PASS,,FOLSOM BLVD,HORNET DR,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1464
CS0237024,270,2022/02/03 00:00:00+00,2023/02/01 11:31:00+00,2022/02/03 00:00:00+00,2023/02/01 11:31:00+00,,32650,DRIVER,53,M,WHITE,W,2020,FORD,NOT IN LIST,PASS,,FOLSOM BLVD,SANTA YNEZ WAY,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1465
CS0237025,270,2022/02/03 00:00:00+00,2023/02/01 13:41:00+00,2022/02/03 00:00:00+00,2023/02/01 13:41:00+00,,32666,DRIVER,45,F,ASIAN OTHER,A,2012,TOYOTA,NOT IN LIST,PASS,,ALHAMBRA BLVD,J ST,N,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,1466
CS0237025,270,2022/02/03 00:00:00+00,2023/02/01 13:41:00+00,2022/02/03 00:00:00+00,2023/02/01 13:41:00+00,,32666,DRIVER,45,F,ASIAN OTHER,A,2012,TOYOTA,NOT IN LIST,PASS,,ALHAMBRA BLVD,J ST,N,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1467
CS0237026,270,2022/02/03 00:00:00+00,2023/02/01 16:28:00+00,2022/02/03 00:00:00+00,2023/02/01 16:28:00+00,,32815,DRIVER,37,F,HISPANIC,W,2016,TOYOTA,,PASS,,12TH ST,D ST,S,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1468
CS0237027,270,2022/02/03 00:00:00+00,2023/02/01 16:49:00+00,2022/02/03 00:00:00+00,2023/02/01 16:49:00+00,,32839,DRIVER,24,M,WHITE,W,1994,TOYOTA,,PASS,,12TH ST,D ST,S,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1469
CS0237028,270,2022/02/03 00:00:00+00,2023/02/01 16:50:00+00,2022/02/03 00:00:00+00,2023/02/01 16:50:00+00,,32849,DRIVER,25,M,WHITE,W,2013,LEXUS,NOT IN LIST,PASS,,12TH ST,D ST,S,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,1470
CS0237028,270,2022/02/03 00:00:00+00,2023/02/01 16:50:00+00,2022/02/03 00:00:00+00,2023/02/01 16:50:00+00,,32849,DRIVER,25,M,WHITE,W,2013,LEXUS,NOT IN LIST,PASS,,12TH ST,D ST,S,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,1471
CS0237029,270,2022/02/03 00:00:00+00,2023/02/01 17:25:00+00,2022/02/03 00:00:00+00,2023/02/01 17:25:00+00,,32877,DRIVER,38,M,AFRICAN AMERICAN,B,2012,BMW,,PASS,,J ST,7TH ST,E,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,1472
CS0033031,238,2022/02/04 00:00:00+00,2023/02/01 02:03:00+00,2022/02/04 00:00:00+00,2023/02/01 02:03:00+00,CLEAR,33201,DRIVER,71,M,AFRICAN AMERICAN,B,2004,DODGE,,TRCK,,MARYSVILLE BLVD,PALO VERDE AVE,NE,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,VN,1473
CS0098597,757,2022/02/04 00:00:00+00,2023/02/01 04:49:00+00,2022/02/04 00:00:00+00,2023/02/01 04:49:00+00,CLEAR,33760,DRIVER,26,M,HISPANIC,W,2005,ACURA,RSX,PASS,,FRUITRIDGE RD,55TH ST,E,N,CITATION,M,(M) DRIVING ON SUSP LIC - RECKLESS/INCOMPENT/NEGLIGENT OP,VC,14601(A),,N,20,,,,,Y,,,Accident,,2D,1474
CS0098597,757,2022/02/04 00:00:00+00,2023/02/01 04:49:00+00,2022/02/04 00:00:00+00,2023/02/01 04:49:00+00,CLEAR,33760,DRIVER,26,M,HISPANIC,W,2005,ACURA,RSX,PASS,,FRUITRIDGE RD,55TH ST,E,N,CITATION,I,FAIL TO YIELD RIGHT OF WAY WHEN ENTERING/XING HWY,VC,21804(A),,N,20,,,,,Y,,,Accident,,2D,1475
CS0115123,585,2022/02/04 00:00:00+00,2023/02/01 03:19:00+00,2022/02/04 00:00:00+00,2023/02/01 03:19:00+00,,33227,DRIVER,16,F,AFRICAN AMERICAN,B,2007,DODGE,AVENGER,PASS,683,EL CAMINO AVE,,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),RELEASE PER 853,N,,,,,,N,,,,,4D,1476
CS0115124,585,2022/02/04 00:00:00+00,2023/02/01 03:27:00+00,2022/02/04 00:00:00+00,2023/02/01 03:27:00+00,,37051,DRIVER,40,M,AFRICAN AMERICAN,B,2005,MERCEDES-BENZ,CLK-CLASS,PASS,,PLAZA AVE,OAKMONT ST,,N,CITATION,M,(M) OBSTRUCTS/RESISTS PUBLIC OFFICER,PC,148(A)(1),RELEASE PER 853,N,,,,,,N,,,,,,1477
CS0207596,944,2022/02/04 00:00:00+00,2023/02/01 12:21:00+00,2022/02/04 00:00:00+00,2023/02/01 12:21:00+00,,33564,DRIVER,58,F,WHITE,W,,,,PASS,,"405 K ST, SUITE 125",,,N,Citation,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,,,,1478
